TUMOURICDSITE3CODE,OPCSRESECTIONCODE
NON-KC_MELANOMA_INSITU,S273
NON-KC_MELANOMA_INSITU,S274
NON-KC_MELANOMA_INSITU,S275
NON-KC_MELANOMA_INSITU,S278
NON-KC_MELANOMA_INSITU,S279
NON-KC_MELANOMA_INSITU,S291
NON-KC_MELANOMA_INSITU,S292
NON-KC_MELANOMA_INSITU,S293
NON-KC_MELANOMA_INSITU,S294
NON-KC_MELANOMA_INSITU,S295
NON-KC_MELANOMA_INSITU,S298
NON-KC_MELANOMA_INSITU,S299
NON-KC_MELANOMA_INSITU,S302
NON-KC_MELANOMA_INSITU,S304
NON-KC_MELANOMA_INSITU,S314
NON-KC_MELANOMA_INSITU,S321
NON-KC_MELANOMA_INSITU,S322
NON-KC_MELANOMA_INSITU,S323
NON-KC_MELANOMA_INSITU,S324
NON-KC_MELANOMA_INSITU,S325
NON-KC_MELANOMA_INSITU,S328
NON-KC_MELANOMA_INSITU,S329
NON-KC_MELANOMA_INSITU,S338
NON-KC_MELANOMA_INSITU,S339
NON-KC_MELANOMA_INSITU,S341
NON-KC_MELANOMA_INSITU,S348
NON-KC_MELANOMA_INSITU,S349
NON-KC_MELANOMA_INSITU,S351
NON-KC_MELANOMA_INSITU,S352
NON-KC_MELANOMA_INSITU,S353
NON-KC_MELANOMA_INSITU,S358
NON-KC_MELANOMA_INSITU,S359
NON-KC_MELANOMA_INSITU,S361
NON-KC_MELANOMA_INSITU,S362
NON-KC_MELANOMA_INSITU,S363
NON-KC_MELANOMA_INSITU,S364
NON-KC_MELANOMA_INSITU,S365
NON-KC_MELANOMA_INSITU,S366
NON-KC_MELANOMA_INSITU,S368
NON-KC_MELANOMA_INSITU,S369
NON-KC_MELANOMA_INSITU,S371
NON-KC_MELANOMA_INSITU,S372
NON-KC_MELANOMA_INSITU,S373
NON-KC_MELANOMA_INSITU,S374
NON-KC_MELANOMA_INSITU,S378
NON-KC_MELANOMA_INSITU,S379
NON-KC_MELANOMA_INSITU,S391
NON-KC_MELANOMA_INSITU,S392
NON-KC_MELANOMA_INSITU,S398
NON-KC_MELANOMA_INSITU,S399
NON-KC_MELANOMA_INSITU,S641
NON-KC_MELANOMA_INSITU,T013
NON-KC_MELANOMA_INSITU,T313
NON-KC_MELANOMA_INSITU,T851
NON-KC_MELANOMA_INSITU,T852
NON-KC_MELANOMA_INSITU,T853
NON-KC_MELANOMA_INSITU,T854
NON-KC_MELANOMA_INSITU,T855
NON-KC_MELANOMA_INSITU,T856
NON-KC_MELANOMA_INSITU,T858
NON-KC_MELANOMA_INSITU,T859
NON-KC_MELANOMA_INSITU,T911
NON-KC_MELANOMA_INSITU,T962
NON-KC_MELANOMA_INSITU,X071
NON-KC_MELANOMA_INSITU,X072
NON-KC_MELANOMA_INSITU,X073
NON-KC_MELANOMA_INSITU,X074
NON-KC_MELANOMA_INSITU,X075
NON-KC_MELANOMA_INSITU,X078
NON-KC_MELANOMA_INSITU,X079
NON-KC_MELANOMA_INSITU,X081
NON-KC_MELANOMA_INSITU,X082
NON-KC_MELANOMA_INSITU,X083
NON-KC_MELANOMA_INSITU,X084
NON-KC_MELANOMA_INSITU,X088
NON-KC_MELANOMA_INSITU,X089
NON-KC_MELANOMA_INSITU,X091
NON-KC_MELANOMA_INSITU,X092
NON-KC_MELANOMA_INSITU,X093
NON-KC_MELANOMA_INSITU,X094
NON-KC_MELANOMA_INSITU,X095
NON-KC_MELANOMA_INSITU,X098
NON-KC_MELANOMA_INSITU,X099
NON-KC_MELANOMA_INSITU,X101
NON-KC_MELANOMA_INSITU,X102
NON-KC_MELANOMA_INSITU,X103
NON-KC_MELANOMA_INSITU,X104
NON-KC_MELANOMA_INSITU,X108
NON-KC_MELANOMA_INSITU,X109
NON-KC_MELANOMA_INSITU,X111
NON-KC_MELANOMA_INSITU,X112
NON-KC_MELANOMA_INSITU,X118
NON-KC_MELANOMA_INSITU,X119
NON-KC_MELANOMA_INSITU,X121
NON-KC_MELANOMA_INSITU,X122
NON-KC_MELANOMA_INSITU,X123
NON-KC_MELANOMA_INSITU,X124
NON-KC_MELANOMA_INSITU,X125
NON-KC_MELANOMA_INSITU,X128
NON-KC_MELANOMA_INSITU,X129
NON-KC_MELANOMA_INSITU,Y551
NON-KC_MELANOMA_INSITU,Y552
NON-KC_MELANOMA_INSITU,Y553
NON-KC_MELANOMA_INSITU,Y554
NON-KC_MELANOMA_INSITU,Y555
NON-KC_MELANOMA_INSITU,Y556
NON-KC_MELANOMA_INSITU,Y558
NON-KC_MELANOMA_INSITU,Y559
NON-KC_MELANOMA_INSITU,Y561
NON-KC_MELANOMA_INSITU,Y562
NON-KC_MELANOMA_INSITU,Y563
NON-KC_MELANOMA_INSITU,Y564
NON-KC_MELANOMA_INSITU,Y568
NON-KC_MELANOMA_INSITU,Y569
NON-KC_MELANOMA_INSITU,Y571
NON-KC_MELANOMA_INSITU,Y572
NON-KC_MELANOMA_INSITU,Y573
NON-KC_MELANOMA_INSITU,Y574
NON-KC_MELANOMA_INSITU,Y575
NON-KC_MELANOMA_INSITU,Y576
NON-KC_MELANOMA_INSITU,Y578
NON-KC_MELANOMA_INSITU,Y579
NON-KC_MELANOMA_INSITU,Y581
NON-KC_MELANOMA_INSITU,Y588
NON-KC_MELANOMA_INSITU,Y589
NON-KC_MELANOMA_INSITU,Y591
NON-KC_MELANOMA_INSITU,Y592
NON-KC_MELANOMA_INSITU,Y593
NON-KC_MELANOMA_INSITU,Y594
NON-KC_MELANOMA_INSITU,Y595
NON-KC_MELANOMA_INSITU,Y596
NON-KC_MELANOMA_INSITU,Y598
NON-KC_MELANOMA_INSITU,Y599
NON-KC_MELANOMA_INSITU,Y601
NON-KC_MELANOMA_INSITU,Y602
NON-KC_MELANOMA_INSITU,Y604
NON-KC_MELANOMA_INSITU,Y608
NON-KC_MELANOMA_INSITU,Y609
NON-KC_MELANOMA_INSITU,Y611
NON-KC_MELANOMA_INSITU,Y612
NON-KC_MELANOMA_INSITU,Y613
NON-KC_MELANOMA_INSITU,Y614
NON-KC_MELANOMA_INSITU,Y615
NON-KC_MELANOMA_INSITU,Y618
NON-KC_MELANOMA_INSITU,Y619
NON-KC_MELANOMA_INSITU,Y621
NON-KC_MELANOMA_INSITU,Y622
NON-KC_MELANOMA_INSITU,Y623
NON-KC_MELANOMA_INSITU,Y628
NON-KC_MELANOMA_INSITU,Y629
NON-KC_MELANOMA_INSITU,Y671
NON-KC_MELANOMA_INSITU,Y672
NON-KC_MELANOMA_INSITU,Y678
NON-KC_MELANOMA_INSITU,Y679
NON-KC_MELANOMA_INSITU,Y692
NON-KC_EMPD,B279
NON-KC_EMPD,B283
NON-KC_EMPD,B284
NON-KC_EMPD,C011
NON-KC_EMPD,C012
NON-KC_EMPD,C013
NON-KC_EMPD,C018
NON-KC_EMPD,C019
NON-KC_EMPD,C021
NON-KC_EMPD,C022
NON-KC_EMPD,C028
NON-KC_EMPD,C029
NON-KC_EMPD,C101
NON-KC_EMPD,C102
NON-KC_EMPD,C103
NON-KC_EMPD,C111
NON-KC_EMPD,C115
NON-KC_EMPD,C121
NON-KC_EMPD,C124
NON-KC_EMPD,C126
NON-KC_EMPD,C141
NON-KC_EMPD,C142
NON-KC_EMPD,C143
NON-KC_EMPD,C144
NON-KC_EMPD,C145
NON-KC_EMPD,C148
NON-KC_EMPD,C149
NON-KC_EMPD,C162
NON-KC_EMPD,C164
NON-KC_EMPD,C168
NON-KC_EMPD,C178
NON-KC_EMPD,C179
NON-KC_EMPD,D011
NON-KC_EMPD,D012
NON-KC_EMPD,D013
NON-KC_EMPD,D018
NON-KC_EMPD,D019
NON-KC_EMPD,D021
NON-KC_EMPD,D028
NON-KC_EMPD,D031
NON-KC_EMPD,D032
NON-KC_EMPD,D063
NON-KC_EMPD,D064
NON-KC_EMPD,D065
NON-KC_EMPD,D191
NON-KC_EMPD,E011
NON-KC_EMPD,E018
NON-KC_EMPD,E019
NON-KC_EMPD,E021
NON-KC_EMPD,E022
NON-KC_EMPD,E023
NON-KC_EMPD,E024
NON-KC_EMPD,E025
NON-KC_EMPD,E026
NON-KC_EMPD,E027
NON-KC_EMPD,E028
NON-KC_EMPD,E029
NON-KC_EMPD,E032
NON-KC_EMPD,E037
NON-KC_EMPD,E091
NON-KC_EMPD,E094
NON-KC_EMPD,E097
NON-KC_EMPD,E661
NON-KC_EMPD,F011
NON-KC_EMPD,F018
NON-KC_EMPD,F019
NON-KC_EMPD,F021
NON-KC_EMPD,F029
NON-KC_EMPD,F041
NON-KC_EMPD,F042
NON-KC_EMPD,F048
NON-KC_EMPD,F049
NON-KC_EMPD,F052
NON-KC_EMPD,F382
NON-KC_EMPD,F402
NON-KC_EMPD,F441
NON-KC_EMPD,F442
NON-KC_EMPD,F443
NON-KC_EMPD,F444
NON-KC_EMPD,F445
NON-KC_EMPD,F448
NON-KC_EMPD,F449
NON-KC_EMPD,F451
NON-KC_EMPD,F452
NON-KC_EMPD,N011
NON-KC_EMPD,N012
NON-KC_EMPD,N036
NON-KC_EMPD,N052
NON-KC_EMPD,N063
NON-KC_EMPD,N241
NON-KC_EMPD,N243
NON-KC_EMPD,N261
NON-KC_EMPD,N262
NON-KC_EMPD,N268
NON-KC_EMPD,N269
NON-KC_EMPD,N271
NON-KC_EMPD,N287
NON-KC_EMPD,N303
NON-KC_EMPD,P011
NON-KC_EMPD,P031
NON-KC_EMPD,P033
NON-KC_EMPD,P051
NON-KC_EMPD,P052
NON-KC_EMPD,P054
NON-KC_EMPD,P058
NON-KC_EMPD,P059
NON-KC_EMPD,P065
NON-KC_EMPD,P071
NON-KC_EMPD,P078
NON-KC_EMPD,P079
NON-KC_EMPD,P111
NON-KC_EMPD,P137
NON-KC_EMPD,P151
NON-KC_EMPD,P152
NON-KC_EMPD,P201
NON-KC_EMPD,S018
NON-KC_EMPD,S019
NON-KC_EMPD,S028
NON-KC_EMPD,S029
NON-KC_EMPD,S038
NON-KC_EMPD,S039
NON-KC_EMPD,S041
NON-KC_EMPD,S042
NON-KC_EMPD,S043
NON-KC_EMPD,S048
NON-KC_EMPD,S049
NON-KC_EMPD,S051
NON-KC_EMPD,S052
NON-KC_EMPD,S053
NON-KC_EMPD,S054
NON-KC_EMPD,S055
NON-KC_EMPD,S058
NON-KC_EMPD,S059
NON-KC_EMPD,S063
NON-KC_EMPD,S064
NON-KC_EMPD,S065
NON-KC_EMPD,S066
NON-KC_EMPD,S067
NON-KC_EMPD,S068
NON-KC_EMPD,S069
NON-KC_EMPD,S081
NON-KC_EMPD,S082
NON-KC_EMPD,S083
NON-KC_EMPD,S088
NON-KC_EMPD,S089
NON-KC_EMPD,S143
NON-KC_EMPD,S144
NON-KC_EMPD,S171
NON-KC_EMPD,S172
NON-KC_EMPD,S173
NON-KC_EMPD,S174
NON-KC_EMPD,S175
NON-KC_EMPD,S178
NON-KC_EMPD,S179
NON-KC_EMPD,S181
NON-KC_EMPD,S182
NON-KC_EMPD,S183
NON-KC_EMPD,S184
NON-KC_EMPD,S185
NON-KC_EMPD,S188
NON-KC_EMPD,S189
NON-KC_EMPD,S191
NON-KC_EMPD,S192
NON-KC_EMPD,S198
NON-KC_EMPD,S199
NON-KC_EMPD,S201
NON-KC_EMPD,S202
NON-KC_EMPD,S203
NON-KC_EMPD,S204
NON-KC_EMPD,S205
NON-KC_EMPD,S206
NON-KC_EMPD,S207
NON-KC_EMPD,S208
NON-KC_EMPD,S209
NON-KC_EMPD,S211
NON-KC_EMPD,S212
NON-KC_EMPD,S213
NON-KC_EMPD,S214
NON-KC_EMPD,S218
NON-KC_EMPD,S219
NON-KC_EMPD,S221
NON-KC_EMPD,S222
NON-KC_EMPD,S223
NON-KC_EMPD,S224
NON-KC_EMPD,S228
NON-KC_EMPD,S229
NON-KC_EMPD,S231
NON-KC_EMPD,S232
NON-KC_EMPD,S233
NON-KC_EMPD,S234
NON-KC_EMPD,S238
NON-KC_EMPD,S239
NON-KC_EMPD,S241
NON-KC_EMPD,S242
NON-KC_EMPD,S243
NON-KC_EMPD,S248
NON-KC_EMPD,S249
NON-KC_EMPD,S251
NON-KC_EMPD,S252
NON-KC_EMPD,S253
NON-KC_EMPD,S258
NON-KC_EMPD,S259
NON-KC_EMPD,S261
NON-KC_EMPD,S262
NON-KC_EMPD,S263
NON-KC_EMPD,S264
NON-KC_EMPD,S265
NON-KC_EMPD,S268
NON-KC_EMPD,S269
NON-KC_EMPD,S271
NON-KC_EMPD,S272
NON-KC_EMPD,S273
NON-KC_EMPD,S274
NON-KC_EMPD,S275
NON-KC_EMPD,S278
NON-KC_EMPD,S279
NON-KC_EMPD,S291
NON-KC_EMPD,S292
NON-KC_EMPD,S293
NON-KC_EMPD,S294
NON-KC_EMPD,S295
NON-KC_EMPD,S298
NON-KC_EMPD,S299
NON-KC_EMPD,S302
NON-KC_EMPD,S304
NON-KC_EMPD,S314
NON-KC_EMPD,S321
NON-KC_EMPD,S322
NON-KC_EMPD,S323
NON-KC_EMPD,S324
NON-KC_EMPD,S325
NON-KC_EMPD,S328
NON-KC_EMPD,S329
NON-KC_EMPD,S338
NON-KC_EMPD,S339
NON-KC_EMPD,S341
NON-KC_EMPD,S348
NON-KC_EMPD,S349
NON-KC_EMPD,S351
NON-KC_EMPD,S352
NON-KC_EMPD,S353
NON-KC_EMPD,S358
NON-KC_EMPD,S359
NON-KC_EMPD,S361
NON-KC_EMPD,S362
NON-KC_EMPD,S363
NON-KC_EMPD,S364
NON-KC_EMPD,S365
NON-KC_EMPD,S366
NON-KC_EMPD,S368
NON-KC_EMPD,S369
NON-KC_EMPD,S371
NON-KC_EMPD,S372
NON-KC_EMPD,S373
NON-KC_EMPD,S374
NON-KC_EMPD,S378
NON-KC_EMPD,S379
NON-KC_EMPD,S391
NON-KC_EMPD,S392
NON-KC_EMPD,S398
NON-KC_EMPD,S399
NON-KC_EMPD,S641
NON-KC_EMPD,T013
NON-KC_EMPD,T313
NON-KC_EMPD,T851
NON-KC_EMPD,T852
NON-KC_EMPD,T853
NON-KC_EMPD,T854
NON-KC_EMPD,T855
NON-KC_EMPD,T856
NON-KC_EMPD,T858
NON-KC_EMPD,T859
NON-KC_EMPD,T911
NON-KC_EMPD,T962
NON-KC_EMPD,X071
NON-KC_EMPD,X072
NON-KC_EMPD,X073
NON-KC_EMPD,X074
NON-KC_EMPD,X075
NON-KC_EMPD,X078
NON-KC_EMPD,X079
NON-KC_EMPD,X081
NON-KC_EMPD,X082
NON-KC_EMPD,X083
NON-KC_EMPD,X084
NON-KC_EMPD,X088
NON-KC_EMPD,X089
NON-KC_EMPD,X091
NON-KC_EMPD,X092
NON-KC_EMPD,X093
NON-KC_EMPD,X094
NON-KC_EMPD,X095
NON-KC_EMPD,X098
NON-KC_EMPD,X099
NON-KC_EMPD,X101
NON-KC_EMPD,X102
NON-KC_EMPD,X103
NON-KC_EMPD,X104
NON-KC_EMPD,X108
NON-KC_EMPD,X109
NON-KC_EMPD,X111
NON-KC_EMPD,X112
NON-KC_EMPD,X118
NON-KC_EMPD,X119
NON-KC_EMPD,X121
NON-KC_EMPD,X122
NON-KC_EMPD,X123
NON-KC_EMPD,X124
NON-KC_EMPD,X125
NON-KC_EMPD,X128
NON-KC_EMPD,X129
NON-KC_EMPD,Y551
NON-KC_EMPD,Y552
NON-KC_EMPD,Y553
NON-KC_EMPD,Y554
NON-KC_EMPD,Y555
NON-KC_EMPD,Y556
NON-KC_EMPD,Y558
NON-KC_EMPD,Y559
NON-KC_EMPD,Y561
NON-KC_EMPD,Y562
NON-KC_EMPD,Y563
NON-KC_EMPD,Y564
NON-KC_EMPD,Y568
NON-KC_EMPD,Y569
NON-KC_EMPD,Y571
NON-KC_EMPD,Y572
NON-KC_EMPD,Y573
NON-KC_EMPD,Y574
NON-KC_EMPD,Y575
NON-KC_EMPD,Y576
NON-KC_EMPD,Y578
NON-KC_EMPD,Y579
NON-KC_EMPD,Y581
NON-KC_EMPD,Y588
NON-KC_EMPD,Y589
NON-KC_EMPD,Y591
NON-KC_EMPD,Y592
NON-KC_EMPD,Y593
NON-KC_EMPD,Y594
NON-KC_EMPD,Y595
NON-KC_EMPD,Y596
NON-KC_EMPD,Y598
NON-KC_EMPD,Y599
NON-KC_EMPD,Y601
NON-KC_EMPD,Y602
NON-KC_EMPD,Y604
NON-KC_EMPD,Y608
NON-KC_EMPD,Y609
NON-KC_EMPD,Y611
NON-KC_EMPD,Y612
NON-KC_EMPD,Y613
NON-KC_EMPD,Y614
NON-KC_EMPD,Y615
NON-KC_EMPD,Y618
NON-KC_EMPD,Y619
NON-KC_EMPD,Y621
NON-KC_EMPD,Y622
NON-KC_EMPD,Y623
NON-KC_EMPD,Y628
NON-KC_EMPD,Y629
NON-KC_EMPD,Y671
NON-KC_EMPD,Y672
NON-KC_EMPD,Y678
NON-KC_EMPD,Y679
NON-KC_EMPD,Y692
